Obs;LEERLAANT_TOTAAL;FTE_1;FTE_2;FTE_34;FTE_TOTAAL;FTE_BEDRAG_1;FTE_BEDRAG_2;FTE_BEDRAG_34;GEWPERC_VROUW_1;GEWPERC_VROUW_2;GEWPERC_VROUW_34;GEWGEM_LEEFTIJD_1;GEWGEM_LEEFTIJD_2;GEWGEM_LEEFTIJD_34;GEWPERC_DEELTIJD_1;GEWPERC_DEELTIJD_2;GEWPERC_DEELTIJD_34;GEWGEM_ERVARING_1;GEWGEM_ERVARING_2;GEWGEM_ERVARING_34;TOTALE_KOSTEN;KOST_DIRECTIE_JAAR;KOST_ONDERWIJZEND_JAAR;KOST_ONDERSTEUNING_JAAR;MAT_KOSTEN2;WMAN;WOP;WOND;PIG;ID_NUMMER;JAAR;REGIO;CATEGORIE;AANTALBRINSPERBG;TOT_LASTEN;AANTALVESTIGINGENPERBRIN;PERC_DEELTIJD;INNOV1;INNOV2;INNOV3;INNOV4;INNOV5;PERC_STED;TRADITIONEELBELEID;SLAGINGSPERCENTAGE;CONCURRENTIE;AGGR_RENDEMENT;INNOV_TOTAAL;APCG;CE;AANDEEL_AUTOCHTOON;AANDEEL_ONBEKEND;AANDEEL_NIETWESTALLOCHANTIL;AANDEEL_NIETWESTALLOCHSURINAAMS;AANDEEL_NIETWESTALLOCHTURKS;AANDEEL_OVERIGNIETWESTALLOCHTOON;AANDEEL_WESTERSALLOCHTOON;AANDEEL_OPGETELD;KOST111;KOST222;KOST333444;CE_VMBO;CE_HAVO;CE_VWO;DRBA1;DRBA2;DRBA3;DRBA4;DRBA5;DRBA6;DRBA7;DRBA8;DRBA9;DRBA10;DRBA11;DRBA12;DRBA13;DRBA14;DRBA15;DRBA16;DRBA17;DRBA18;JAAR_mean;N_BREAK
2246,0000;5971,0000;27,7573;468,3153;119,4558;615,5285;144004,0384;1600541,6457;120554,9316;0,0410;0,3395;0,5674;51,6770;43,7507;42,3655;0,0293;0,1629;0,2651;20,2109;11,4574;2,8791;43501140,9466;2501755,2171;27805910,5674;2094378,2730;9004718,6160;75483,6210;72761,6682;16051,7808;1,8876;457,0000;2007,0000;13,0000;7,0000;10,0000;43002513,2570;8,0000;0,1845;7,0000;21,0000;13,0000;8,0000;3,0000;0,7730;0,0000;0,9651;0,1353;0,8093;52,0000;2,7846;63,1004;0,7546;0,0000;0,0394;0,0541;0,0218;0,0530;0,0771;1,0000;90129,5696;59374,3310;17532,6629;61,4479;63,6667;65,0236;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2252,0000;1218,0000;5,9000;72,4482;17,0421;95,3903;25059,4558;271909,9565;18763,1586;0,2506;0,3583;0,5219;49,1331;45,7023;47,7749;0,0000;0,2075;0,4084;13,5022;12,8074;3,1388;7638956,9825;486460,9916;5278390,2514;364235,5533;1145634,6328;77533,9341;75312,3874;16873,4239;1,6766;458,0000;2007,0000;17,0000;9,0000;31,0000;7594401,2142;1,0000;0,2219;8,0000;12,0000;12,0000;4,0000;4,0000;0,7426;1,0000;0,9624;0,0477;0,8407;40,0000;2,6524;65,5726;0,8147;0,0054;0,0112;0,0166;0,0245;0,0384;0,0892;1,0000;82451,0155;72857,4382;21372,6919;#NULL!;65,5333;65,6094;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;2004,5000;6,0000
2264,0000;1633,0000;4,5950;123,1275;34,5624;162,2848;21754,2700;428602,4447;35001,6816;0,1782;0,3423;0,5587;48,9974;48,1417;46,7308;0,0584;0,2459;0,4438;11,1780;15,8015;3,1415;11464681,9314;409058,8055;8059273,1477;658157,9652;1680034,0479;74944,8176;68029,2875;14653,0916;1,7096;462,0000;2007,0000;18,0000;7,0000;17,0000;11244889,5502;3,0000;0,2669;5,0000;19,0000;9,0000;6,0000;5,0000;0,0000;1,0000;0,9300;0,5066;0,8554;44,0000;0,0328;63,4870;0,8528;0,0030;0,0014;0,0000;0,0103;0,0322;0,1003;1,0000;89022,5910;65454,7043;19042,6277;65,3800;62,2250;62,7969;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
2324,0000;964,0000;4,2336;58,5944;4,9505;67,7785;14636,3490;217854,8368;5581,3860;0,1967;0,3123;0,2418;56,1233;46,8650;28,3663;0,0000;0,2852;0,1022;22,3933;16,5126;2,3603;6739720,5680;276392,3328;4113963,5688;105398,7095;2138567,2474;83087,6455;78046,4358;17866,7317;1,5257;474,0000;2007,0000;12,0000;9,0000;9,0000;6693272,6420;1,0000;0,2609;8,0000;16,0000;12,0000;5,0000;4,0000;0,9103;0,0000;0,8681;0,0211;0,7727;45,0000;2,6524;63,8487;0,7752;0,0061;0,0202;0,0285;0,0295;0,0423;0,0981;1,0000;65284,7514;70210,8587;21290,5256;#NULL!;62,4182;65,0781;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2330,0000;2068,0000;4,1922;126,4102;21,9524;152,5548;35065,0000;446670,7014;22368,0141;0,1571;0,4391;0,6982;52,0857;43,4583;47,4021;0,0000;0,2258;0,5579;16,1143;8,9758;2,9215;11957994,6073;651397,6106;8297739,2743;415527,4760;2177802,7703;78354,7522;75733,7712;17161,3534;1,7610;475,0000;2007,0000;10,0000;8,0000;4,0000;12449146,1170;1,0000;0,2286;7,0000;10,0000;12,0000;7,0000;6,0000;0,3227;1,0000;0,9617;0,2868;0,8745;42,0000;2,6524;63,5030;0,8709;0,0000;0,0215;0,0120;0,0052;0,0273;0,0631;1,0000;155382,3776;65641,3905;18928,5604;65,5000;63,3784;63,2716;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2336,0000;2178,0000;13,4432;236,6049;24,4804;274,5284;65624,5920;795508,9756;28208,4668;0,2471;0,4364;0,5879;51,8948;45,7567;40,5626;0,0000;0,1972;0,2598;16,7749;10,6137;3,0490;22294108,2950;1248458,4870;15133959,7242;536644,8565;4838400,3708;83087,6455;78046,4358;17866,7317;1,5392;476,0000;2007,0000;12,0000;6,0000;9,0000;21890799,4952;4,0000;0,1930;2,0000;14,0000;8,0000;9,0000;5,0000;0,9103;0,0000;0,9117;0,0211;0,8327;38,0000;16,2153;59,4257;0,2608;0,0436;0,0634;0,1333;0,2123;0,1881;0,0986;1,0000;92869,4589;63963,0126;21921,4229;60,4157;60,0750;53,4211;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2358,0000;1307,0000;3,9000;75,7599;17,1270;96,7869;17881,6993;258133,0707;17029,8799;0,0462;0,4467;0,7300;50,2051;45,0977;45,4728;0,0000;0,3790;0,5310;17,5795;7,6800;2,4821;8958190,6280;387488,4548;5593628,6077;369029,9093;2239013,7469;78354,7522;75733,7712;17161,3534;1,9812;480,0000;2007,0000;10,0000;8,0000;14,0000;9165040,8226;1,0000;0,3647;5,0000;10,0000;10,0000;4,0000;5,0000;0,9472;1,0000;0,8364;0,0680;0,6428;34,0000;2,6524;58,9065;0,7843;0,0038;0,0140;0,0298;0,0483;0,0487;0,0711;1,0000;99356,0140;73833,6324;21546,6754;60,7692;57,6667;59,6739;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2370,0000;876,0000;2,0000;47,1302;13,6528;62,7830;9358,5765;172573,8071;13545,7237;0,1619;0,3914;0,2941;51,0310;45,5806;47,0056;0,0000;0,3865;0,1685;4,2857;11,1863;2,4288;5156610,1904;184574,2940;3403582,6504;267155,2021;1034142,8418;82437,6443;75800,1749;16802,7336;1,7774;482,0000;2007,0000;6,0000;10,0000;8,0000;5139777,2767;1,0000;0,3350;4,0000;13,0000;13,0000;10,0000;3,0000;0,6612;1,0000;0,9412;0,0701;0,8475;43,0000;2,6524;67,1098;0,8308;0,0063;0,0032;0,0187;0,0268;0,0385;0,0756;1,0000;92287,1470;72216,6479;19567,7958;#NULL!;#NULL!;67,1098;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2376,0000;2065,0000;8,0000;117,7202;23,8474;149,5676;34652,2927;414236,1452;25456,7032;0,2274;0,4053;0,5111;50,3583;43,9514;49,9931;0,0000;0,2206;0,1738;16,3631;10,3593;3,4829;11617544,6478;670607,0951;8016488,2760;492649,8209;1945149,6348;75221,5403;74207,4852;16237,7614;1,6862;483,0000;2007,0000;16,0000;8,0000;31,0000;11668102,5676;1,0000;0,2106;3,0000;10,0000;10,0000;8,0000;6,0000;0,5545;1,0000;0,9806;0,1474;0,8103;37,0000;2,6524;62,1509;0,8792;0,0040;0,0071;0,0161;0,0224;0,0261;0,0451;1,0000;83825,8869;68097,8139;20658,4291;64,9286;62,3846;61,2453;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;2004,5000;6,0000
2424,0000;2111,0000;43,8432;182,6261;56,6837;283,1531;219537,7646;591932,0742;64596,8295;0,1963;0,4665;0,6185;54,1187;42,9931;39,1638;0,0825;0,2705;0,4150;8,3095;8,3412;2,1423;13101370,8214;2613222,6971;7045941,8861;768915,0938;1904376,0506;78354,7522;75733,7712;17161,3534;1,6460;495,0000;2007,0000;10,0000;7,0000;7,0000;12789950,5397;3,0000;0,2314;3,0000;6,0000;4,0000;1,0000;0,0000;0,9688;1,0000;0,9103;0,0673;0,7719;14,0000;14,8970;62,0741;0,3755;0,0108;0,0385;0,1457;0,0979;0,1787;0,1530;1,0000;59603,7744;38581,2411;13565,0104;59,5395;65,4688;65,1852;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2430,0000;1320,0000;9,0491;74,8547;16,2189;100,1227;36118,4452;278228,4847;15857,0975;0,1833;0,4977;0,5895;52,8633;43,6206;50,1435;0,0000;0,2644;0,0659;23,5459;12,2123;10,9384;7892305,1554;694124,0330;5346993,1136;304741,5916;1241704,8255;76896,9881;75031,0540;16396,1541;1,6652;496,0000;2007,0000;15,0000;9,0000;31,0000;7934250,9753;1,0000;0,2109;5,0000;13,0000;9,0000;8,0000;4,0000;0,6964;1,0000;0,9487;0,0994;0,8707;39,0000;2,6524;67,0360;0,8254;0,0021;0,0217;0,0246;0,0252;0,0342;0,0667;1,0000;76706,5696;71431,5876;18789,3172;#NULL!;65,8085;67,9375;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2436,0000;847,0000;5,7685;69,5848;11,8729;87,2262;25016,2976;188932,7144;10343,1337;0,2013;0,4298;0,5228;55,8880;43,5963;35,9549;0,0000;0,2638;0,4654;11,3935;7,2762;0,7285;6832170,8271;553321,6207;4178897,9876;228774,0418;1642403,1352;78354,7522;75733,7712;17161,3534;1,8090;497,0000;2007,0000;10,0000;7,0000;1,0000;6780322,6956;1,0000;0,2385;5,0000;15,0000;10,0000;6,0000;3,0000;0,9688;1,0000;0,9257;0,0673;0,7005;39,0000;19,6638;60,6465;0,0616;0,0141;0,1647;0,4305;0,0341;0,2393;0,0556;1,0000;95921,2309;60054,7316;19268,5900;63,4091;63,4250;56,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2466,0000;2071,0000;11,4756;160,7076;32,6702;204,8534;52104,1002;559238,1702;31806,1344;0,1227;0,3127;0,4131;50,8709;47,0704;52,4053;0,0760;0,1830;0,6275;19,4148;12,6534;3,6335;14946543,9278;1003583,1623;10771551,7468;612621,6716;1946165,6755;76896,9881;75031,0540;16396,1541;1,6800;503,0000;2007,0000;15,0000;0,0000;31,0000;14878200,4420;2,0000;0,2166;1,0000;7,0000;10,0000;5,0000;5,0000;0,2429;1,0000;0,9808;0,3925;0,8217;28,0000;0,0247;64,2103;0,8166;0,0000;0,0111;0,0163;0,0648;0,0388;0,0524;1,0000;87453,8227;67025,7856;18751,6719;64,8938;65,8250;60,8333;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2472,0000;4476,0000;18,0000;306,2750;70,7566;395,0316;92777,0000;1034546,8988;71346,6728;0,0533;0,3560;0,4735;52,9546;45,1016;45,7851;0,0100;0,1942;0,3235;21,2390;12,2615;2,1941;53972470,5210;3239469,7089;36122997,5218;2491192,7029;9627617,8846;83087,6455;78046,4358;17866,7317;1,7539;504,0000;2007,0000;12,0000;6,0000;8,0000;53037477,1188;8,0000;0,2041;8,0000;21,0000;18,0000;9,0000;6,0000;0,3337;1,0000;0,9611;0,2263;0,8803;62,0000;0,0872;65,2442;0,8527;0,0016;0,0065;0,0249;0,0204;0,0374;0,0564;1,0000;179970,5394;117943,0170;35207,9199;63,5270;66,6163;65,3367;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2478,0000;2055,0000;10,9000;69,7132;28,8951;109,5083;52448,9173;229640,5492;28086,1310;0,0365;0,3674;0,5449;51,9941;40,5766;44,8134;0,0812;0,2242;0,3313;13,0585;8,7451;2,4531;11309353,5231;1355743,5470;5935941,2705;725993,8391;2565681,0275;82437,6443;75800,1749;16802,7336;2,0231;506,0000;2007,0000;6,0000;8,0000;6,0000;11300612,5040;3,0000;0,2240;3,0000;10,0000;12,0000;7,0000;3,0000;0,8076;1,0000;0,9632;0,0621;0,8515;35,0000;10,0048;61,0670;0,7117;0,0036;0,0429;0,0302;0,0474;0,0821;0,0820;1,0000;124380,1419;85148,0246;25125,1541;62,2469;60,4286;59,7551;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2502,0000;382,0000;4,1830;42,7943;6,9657;53,9430;11921,4871;142973,8725;7607,2939;0,4362;0,1907;0,2268;51,0855;48,8861;40,6133;0,0000;0,1021;0,0778;20,1388;16,4421;3,2445;3370695,3493;204934,6666;2457772,4851;130772,1287;446443,9401;75483,6210;72761,6682;16051,7808;1,6910;510,0000;2007,0000;13,0000;4,0000;6,0000;3346584,7642;1,0000;0,1010;1,0000;4,0000;7,0000;6,0000;2,0000;0,7730;1,0000;0,9639;0,1353;0,9367;20,0000;2,6524;62,6739;0,4436;0,0000;0,1572;0,0716;0,1083;0,1354;0,0838;1,0000;48992,0743;57432,3000;18773,7108;62,6739;#NULL!;#NULL!;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2508,0000;1460,0000;4,6293;101,1373;17,6046;123,3711;19509,0714;354736,0051;18105,7858;0,0000;0,3154;0,6479;54,1333;45,4115;45,0367;0,0000;0,2354;0,4537;18,9000;10,5478;3,2537;8492544,0587;361733,1528;6577441,3803;335713,7232;881942,0792;75221,5403;74207,4852;16237,7614;1,6020;513,0000;2007,0000;16,0000;8,0000;1,0000;8368114,0636;1,0000;0,2674;3,0000;15,0000;16,0000;7,0000;4,0000;0,4289;1,0000;0,9299;0,1305;0,8153;45,0000;2,6524;62,1809;0,8543;0,0000;0,0091;0,0222;0,0322;0,0396;0,0426;1,0000;78140,3550;65034,7705;19069,7075;64,6923;62,0769;61,5000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;2004,5000;6,0000
2514,0000;541,0000;4,1017;68,4429;15,8683;88,4128;4872,7224;227228,7075;14026,6527;0,1397;0,3344;0,3140;50,9016;48,9820;45,9379;0,0000;0,1893;0,1919;19,7048;12,3243;2,0600;5250851,0161;89475,8788;4172511,0966;257565,8896;473732,2615;75221,5403;74207,4852;16237,7614;1,5290;514,0000;2007,0000;16,0000;7,0000;31,0000;5127602,8170;1,0000;0,1873;1,0000;16,0000;22,0000;13,0000;5,0000;0,5545;0,0000;0,9038;0,1474;0,9607;57,0000;2,6524;60,7742;0,5806;0,0223;0,0519;0,0610;0,0923;0,0924;0,0994;1,0000;21814,5824;60963,4115;16231,5026;60,7742;#NULL!;#NULL!;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;2004,5000;6,0000
2592,0000;2047,0000;12,9869;240,8569;20,5519;274,3957;69580,6940;766214,2525;21815,8102;0,3626;0,4255;0,5716;49,4268;42,8084;46,6135;0,0228;0,3802;0,5281;12,8216;9,3668;3,3912;19581108,3823;1280671,0902;14102596,3695;401532,0326;3394776,8573;78424,9292;74204,4333;17063,2872;1,6731;530,0000;2007,0000;8,0000;7,0000;4,0000;20114760,0086;6,0000;0,3694;5,0000;11,0000;6,0000;3,0000;3,0000;0,8067;1,0000;0,8954;0,0347;0,7757;28,0000;6,9717;59,7197;0,5599;0,0019;0,0217;0,0955;0,1253;0,1086;0,0871;1,0000;98612,2343;58551,7695;19537,4811;60,5273;59,4615;58,8158;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2604,0000;2888,0000;15,9736;253,4758;36,3924;305,8418;78630,1159;859817,7219;40825,8832;0,1044;0,3624;0,5522;52,6299;46,4554;44,4459;0,0000;0,2252;0,4746;19,7119;14,8058;3,5828;21313965,1259;1351978,3344;14783838,4685;701966,5295;3774215,2640;77233,1566;72764,3523;16165,2265;1,6736;532,0000;2007,0000;2,0000;6,0000;1,0000;21104713,1173;5,0000;0,2211;4,0000;17,0000;12,0000;9,0000;6,0000;0,2427;1,0000;0,9798;0,1820;0,8006;48,0000;1,7014;62,9505;0,8913;0,0007;0,0156;0,0189;0,0022;0,0317;0,0396;1,0000;84638,2858;58324,4634;19288,8093;63,4552;63,8636;60,5000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2616,0000;1757,0000;6,6323;141,9222;19,0728;167,6273;33861,1448;469464,7854;20849,6824;0,0600;0,3575;0,3876;51,0139;44,5765;43,9816;0,0398;0,2235;0,1757;18,0322;15,3323;2,6461;11052290,3759;581538,9401;8062694,1418;358077,1494;1691902,9952;77233,1566;72764,3523;16165,2265;1,7266;534,0000;2007,0000;2,0000;7,0000;1,0000;11252323,7342;2,0000;0,2138;8,0000;14,0000;16,0000;6,0000;4,0000;0,2934;1,0000;0,9719;0,2338;0,8305;48,0000;0,5488;64,6852;0,8466;0,0042;0,0068;0,0315;0,0249;0,0337;0,0524;1,0000;87682,8132;56810,6690;18774,2162;65,3214;65,0870;63,7833;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2634,0000;1531,0000;12,5629;112,4721;14,8767;139,9117;60573,9560;395489,9317;16562,0561;0,1941;0,3808;0,6692;53,5481;46,8170;47,2791;0,0000;0,2403;0,6652;18,7498;16,5968;2,8663;10292757,4633;1082038,2796;7064673,8891;295849,5674;1554346,1600;80492,2730;74679,6110;16539,8617;1,7449;537,0000;2007,0000;14,0000;7,0000;1,0000;10291521,6818;2,0000;0,2493;7,0000;20,0000;12,0000;6,0000;7,0000;0,0000;1,0000;1,0000;0,3570;0,8723;52,0000;0,0000;68,9787;0,7561;0,0035;0,0138;0,0036;0,0078;0,0272;0,1880;1,0000;86129,3444;62812,6871;19886,7486;67,0769;69,0769;70,8800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
2640,0000;2399,0000;6,0000;182,1760;41,7056;229,8816;29577,5000;590850,9327;39662,5750;0,1690;0,3479;0,4817;55,3952;45,1774;44,3389;0,0000;0,2298;0,3757;16,8143;13,1866;2,8730;16403749,9559;590781,9116;11801675,0419;792221,5158;2426849,9708;74944,8176;68029,2875;14653,0916;1,7020;538,0000;2007,0000;18,0000;6,0000;17,0000;16244658,2749;1,0000;0,2572;6,0000;22,0000;16,0000;7,0000;6,0000;0,2618;0,0000;0,9810;0,2560;0,9354;57,0000;0,0633;65,6238;0,7595;0,0073;0,0174;0,0247;0,0460;0,0626;0,0825;1,0000;98463,6519;64781,7223;18995,5555;64,4615;65,4032;66,8133;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
2693,0000;1218,0000;4,5422;81,5291;14,8876;100,9589;14636,3490;300378,3383;16594,7888;0,5429;0,3985;0,5804;51,2463;46,5693;43,8552;0,0164;0,2424;0,3832;13,1546;14,7589;2,9827;7189617,7275;260283,0088;5341726,7969;295110,5889;997386,7441;77533,9341;75312,3874;16873,4239;1,5458;547,0000;2007,0000;17,0000;9,0000;1,0000;7324639,7063;1,0000;0,2346;4,0000;17,0000;14,0000;7,0000;5,0000;0,7426;1,0000;0,9627;0,0477;0,8007;47,0000;2,6524;66,2527;0,7688;0,0066;0,0132;0,0237;0,0345;0,0656;0,0876;1,0000;57303,1196;65519,2977;19822,5280;#NULL!;64,2250;67,8431;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;2004,5000;6,0000
2699,0000;2595,0000;8,4839;218,3417;25,4603;252,2859;45483,0837;724388,4800;23802,0636;0,1632;0,3132;0,2426;53,4232;46,4800;48,1628;0,0000;0,1966;0,2994;16,2532;12,9876;2,5125;18427483,9378;816222,7614;12999610,3491;427143,1149;3757364,5974;77533,9341;75312,3874;16873,4239;1,8132;551,0000;2007,0000;17,0000;6,0000;1,0000;18674297,3450;2,0000;0,2097;4,0000;13,0000;13,0000;9,0000;5,0000;0,0000;1,0000;0,9524;0,3586;0,7704;44,0000;0,0886;64,0549;0,8809;0,0000;0,0080;0,0078;0,0137;0,0339;0,0556;1,0000;96208,7857;59537,9236;16776,7971;64,7971;61,7451;64,2879;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;2004,5000;6,0000
